x,pname,y,lo,md,hi
3.2,prob0,0.553535377629414,0.5223122945543,0.546238513569859,0.56417007595919
3.2,prob1,0.318306626206394,0.304994563132287,0.326976359801942,0.345988785755123
3.2,prob2,0.131808269092889,0.113335796796431,0.12867135010648,0.144150410361435
3.3,prob0,0.552573004599068,0.521034956201951,0.544419913139528,0.562238498931357
3.3,prob1,0.318998986369595,0.305628181280719,0.327684432233023,0.346809145851143
3.3,prob2,0.132237298877101,0.114251216824202,0.129523933859098,0.144718606257364
5.5,prob0,0.527650414127017,0.485925883076444,0.503240311509645,0.521445401684207
5.5,prob1,0.334197454749399,0.324392845361508,0.343535398500171,0.356906100803584
5.5,prob2,0.143653745192458,0.138540903386919,0.150514602405736,0.167198937247498
5.7,prob0,0.52496361333252,0.482201284383059,0.499311838806086,0.518095191374913
5.7,prob1,0.33557084473048,0.326429064646088,0.344774076504749,0.358310151934437
5.7,prob2,0.14492187122574,0.140338986325427,0.152519270388849,0.169343584969455
5.9,prob0,0.522195651508412,0.477685119579998,0.495990528924616,0.515089355173504
5.9,prob1,0.336941964759365,0.32761159574919,0.346248543403074,0.359925397216004
5.9,prob2,0.146236398676144,0.141905794278422,0.154583645665374,0.173447045528767
6,prob0,0.520780567656234,0.475670668619638,0.494260168444603,0.513248975431728
6,prob1,0.33762661531489,0.328539074754374,0.347172906779375,0.360768805868647
6,prob2,0.146911651151277,0.142828658362436,0.155668971314162,0.174456666464593
6.1,prob0,0.519344429508965,0.473996248578179,0.492529154981946,0.51140621144277
6.1,prob1,0.338310630588658,0.329462565118775,0.347899618187756,0.361603622518699
6.1,prob2,0.147599201373696,0.143760181494832,0.156714516018556,0.175469663741662
6.2,prob0,0.517887033535598,0.472324634707954,0.490700039483686,0.509561091333088
6.2,prob1,0.338993990945035,0.330381983954125,0.348573457273195,0.362429717331967
6.2,prob2,0.148299267042532,0.144700474951453,0.157832292992856,0.176486014004645
6.3,prob0,0.516408206035798,0.471602541117323,0.488912199773301,0.507831996622124
6.3,prob1,0.339676678506031,0.332002033916459,0.349221093045847,0.36260395335969
6.3,prob2,0.149012056146157,0.145927625152967,0.158976439197896,0.175517609557231
6.4,prob0,0.514907803404706,0.469923371995622,0.487161125757643,0.506097210475052
6.4,prob1,0.340358677169084,0.332728674271978,0.349865373851768,0.363373887550604
6.4,prob2,0.149737766705744,0.14688848279926,0.160146428312457,0.176558409196835
6.5,prob0,0.513385712385913,0.468242402823269,0.485409986976082,0.504352040550522
6.5,prob1,0.341039972624146,0.333454453016392,0.350421312824311,0.364137011828698
6.5,prob2,0.150476586509817,0.147857996758381,0.161253983505084,0.177602510672717
8.6,prob0,0.476331779740474,0.430333201588159,0.446166273638302,0.466514047126484
8.6,prob1,0.355165399119504,0.345912472770561,0.36354513217516,0.378504445884852
8.6,prob2,0.169338703935291,0.170870255691075,0.185486658747926,0.200467151925417
8.9,prob0,0.470239119017395,0.42411484068966,0.440279875140353,0.460692443863845
8.9,prob1,0.357151819948694,0.347356710343455,0.365359551619303,0.38116407705317
8.9,prob2,0.172613942889378,0.174150389934396,0.189222726202172,0.205126242138568
9,prob0,0.468164034753983,0.422099586126564,0.438417008958024,0.458796866993253
9,prob1,0.357812043825697,0.347959692180457,0.365921214263308,0.381717709357771
9,prob2,0.173741493964676,0.175351657295904,0.190482103373813,0.206228793276075
9.1,prob0,0.466066986882632,0.420088573486935,0.436596544090115,0.456893659085483
9.1,prob1,0.358471297340443,0.348565923685398,0.36652469876572,0.382260853604132
9.1,prob2,0.174887299953182,0.176563096078533,0.19174852072837,0.207334135640938
9.2,prob0,0.463948102910304,0.418081858510348,0.434788490352653,0.454982898009796
9.2,prob1,0.359129575780699,0.349175408124614,0.367129127163843,0.382793498367001
9.2,prob2,0.176051555366784,0.1777847740141,0.193001185464895,0.208442252311967
9.3,prob0,0.461807544179529,0.416079494237579,0.432935718564677,0.453064674063712
9.3,prob1,0.359786876352254,0.349788145290962,0.36764849464674,0.383315646194299
9.3,prob2,0.177234441311958,0.178956165256924,0.194297459792463,0.209553128210354
9.4,prob0,0.459645505809877,0.414081531025397,0.431074361773971,0.451139089912514
9.4,prob1,0.360443198182647,0.350404131495956,0.368141035601825,0.383924335845033
9.4,prob2,0.178436125081582,0.180078529050633,0.195606182674129,0.210666750135742
11.5,prob0,0.409774502536701,0.374268016415523,0.391805807044209,0.410250875530215
11.5,prob1,0.374005029950943,0.360481031922203,0.37906631435751,0.394302187725085
11.5,prob2,0.208266367962011,0.209182757719323,0.224360076891169,0.23700501288393
11.8,prob0,0.402048761725403,0.368495541828406,0.38649039128693,0.404238076122589
11.8,prob1,0.375909072382682,0.361539284602633,0.380199469651509,0.395732044128801
11.8,prob2,0.213286251220604,0.213724115623751,0.228652349137491,0.242003689595628
11.9,prob0,0.399446043322559,0.366567539881051,0.384788579766051,0.402335810611461
11.9,prob1,0.376541972029797,0.360515426855109,0.380509732631248,0.396435354520308
11.9,prob2,0.215003924102672,0.21481956065477,0.230126048028972,0.24472197616765
12,prob0,0.396830289966107,0.36460366416616,0.382955157874218,0.400645263091369
12,prob1,0.377173992735333,0.360838395180166,0.380834309636415,0.39680708333974
12,prob2,0.216743963025887,0.216346778250972,0.231668318470691,0.246389698892378
12.1,prob0,0.394201960154555,0.362614044214673,0.381123488905306,0.398978564768602
12.1,prob1,0.377805143792249,0.361159598694228,0.381385649111608,0.397170669361757
12.1,prob2,0.218506449602416,0.217802128743264,0.23322077583483,0.247637576850462
12.2,prob0,0.391561539238138,0.360626536591886,0.379293646255521,0.397314639860329
12.2,prob1,0.378435436180642,0.36147905755198,0.38181139937617,0.397526203165812
12.2,prob2,0.220291446997917,0.219022107492413,0.234783419275486,0.248887046092352
12.3,prob0,0.388909538688119,0.358641250910545,0.37747858478703,0.395653515820886
12.3,prob1,0.379064882552062,0.361796794324681,0.382203291936374,0.398020116170937
12.3,prob2,0.222098999524783,0.220249837671523,0.236356242906843,0.250138108626551
14.6,prob0,0.326010188647371,0.315401917542622,0.333036661794353,0.355862280258667
14.6,prob1,0.393345543541742,0.367864512628706,0.39096918853024,0.415257337990526
14.6,prob2,0.269857499884067,0.252175093973075,0.271189985187033,0.284769304081212
14.8,prob0,0.320490373943894,0.311651129378444,0.330010622959067,0.352805252181885
14.8,prob1,0.39457315150433,0.368199327125325,0.391763940126769,0.416599770445983
14.8,prob2,0.274557353301122,0.255032011513905,0.274339435751303,0.288171622591019
14.9,prob0,0.317734636745072,0.308305688426368,0.328250031756468,0.35155102052049
14.9,prob1,0.395186328462114,0.367297195271333,0.392216120727822,0.421794510811725
14.9,prob2,0.276938669339205,0.256151846382701,0.275626345434133,0.290961216882292
15,prob0,0.314982402043778,0.306464637766414,0.326480075593744,0.350332302779579
15,prob1,0.395799112186724,0.367352684193777,0.392665591124456,0.422473205624813
15,prob2,0.279340681859848,0.257796942837907,0.277093514416148,0.292636442251957
15.1,prob0,0.312234212302708,0.304628938319966,0.324896809727973,0.349119833186531
15.1,prob1,0.396411521903334,0.367405787212415,0.393055692629324,0.423150030585646
15.1,prob2,0.281763201581661,0.259251510374641,0.278462857384678,0.294315646960174
15.2,prob0,0.309490609200045,0.302798661339748,0.32344641389616,0.347913465827178
15.2,prob1,0.397023577283011,0.367456580629909,0.393418632147173,0.423790745810004
15.2,prob2,0.28420602611804,0.260386093748235,0.280225990328668,0.295998841030235
15.3,prob0,0.306752132309212,0.30097387747022,0.321779497800471,0.346713053466067
15.3,prob1,0.397635298368919,0.367505141859447,0.393640261197681,0.424396891151764
15.3,prob2,0.286668940626886,0.261361288555171,0.282149537545477,0.29768603557189
17.7,prob0,0.243848950551544,0.25660355513584,0.280144972174131,0.309168672781411
17.7,prob1,0.412270384300972,0.375001811078445,0.402912570743542,0.434746917341473
17.7,prob2,0.35107426197631,0.297258242838874,0.325692330781557,0.349060719129889
17.8,prob0,0.241392563310891,0.25476882392161,0.278428903872355,0.307884220642783
17.8,prob1,0.412880545010652,0.375195730397993,0.403259336774515,0.435362157236516
17.8,prob2,0.353941283464252,0.298478531653621,0.327478826551194,0.35164470222276
17.9,prob0,0.238952511085186,0.251764610702432,0.276731743416279,0.307805490242644
17.9,prob1,0.413490917714765,0.374514314403212,0.403606036536312,0.439764220695971
17.9,prob2,0.356819536760589,0.299041699230631,0.329270527203398,0.3544588668724
18,prob0,0.236529033978873,0.249833898780885,0.275211402552681,0.306339673432144
18,prob1,0.414101518321748,0.37455197218564,0.403952721454964,0.440348650699693
18,prob2,0.359708638054343,0.29981230930369,0.331163886241494,0.356960292036847
18.1,prob0,0.234122330211519,0.247912952907911,0.273696325419417,0.3048777694115
18.1,prob1,0.414712359593836,0.37458955367739,0.404313606368154,0.440933176031634
18.1,prob2,0.362608237023455,0.300583844648262,0.33310706304737,0.359469684328934
18.2,prob0,0.231732555373827,0.24600186374644,0.271976758787178,0.303419793798194
18.2,prob1,0.415323450953732,0.374627096081265,0.404738069997867,0.441517828576278
18.2,prob2,0.365518020007706,0.301356401724361,0.335008385361444,0.362161428475633
18.3,prob0,0.229359821728769,0.24410069920084,0.270284464506407,0.301965762995338
18.3,prob1,0.415934798285929,0.374664624819549,0.405162672844507,0.442102629635673
18.3,prob2,0.368437713261055,0.302130045809796,0.336915173648913,0.364902310169133
